sample,species,nReads
PO_201803,Balanus glandula,82
PO_201803,Brachionidae sp. SHYT150702c,5
PO_201803,Calanus pacificus,10887
PO_201803,Callithamnion corymbosum,18
PO_201803,Chaetoceros socialis,279
PO_201803,Chattonella subsalsa,15341
PO_201803,Chironomidae sp. BOLD:ACC1767,2426
PO_201803,Chordariaceae sp. 7 AP-2014,7
PO_201803,Coscinodiscus wailesii,3
PO_201803,Cylindrotheca closterium,7511
PO_201803,Cyphoderia cf. compressa,24
PO_201803,Dictyocha speculum,314
PO_201803,Ditylum brightwellii,899
PO_201803,Emiliania huxleyi,30
PO_201803,Fistulifera solaris,101
PO_201803,Grammonema striatula,1431
PO_201803,Hematodinium sp.,1389
PO_201803,Homo sapiens,202
PO_201803,Melosira nummuloides,220
PO_201803,Membranipora membranacea,9
PO_201803,Metridium senile,169
PO_201803,Micromonas pusilla,6
PO_201803,Minutocellus polymorphus,50
PO_201803,Muggiaea atlantica,340
PO_201803,Navicula cryptocephala,24
PO_201803,Navicula ramosissima,173
PO_201803,Navicula sp. BOLD:AAO6951,194
PO_201803,Nitzschia cf. promare,2130
PO_201803,Nitzschia longissima,1229
PO_201803,Nitzschia palea,59
PO_201803,Paracalanus sp. C AC-2013,752
PO_201803,Parvamoeba rugata,8
PO_201803,Phaeocystis antarctica,6038
PO_201803,Phaeocystis globosa,37
PO_201803,Pinnularia acrosphaeria,87
PO_201803,Pinnularia sp. 5 CS-2011,2726
PO_201803,Plagiogramma sp. IAL-2014a,37
PO_201803,Poteriospumella lacustris,5
PO_201803,Pseudo-nitzschia delicatissima,74
PO_201803,Pythium pachycaule,10
PO_201803,Pythium tracheiphilum,211
PO_201803,Rhizosolenia setigera,1206
PO_201803,Saxidomus gigantea,200
PO_201803,Scopalina ruetzleri,6
PO_201803,Skeletonema dohrnii,72
PO_201803,Skeletonema japonicum,781
PO_201803,Smithora naiadum,7
PO_201803,Synchaeta pectinata,29
PO_201803,Thalassionema nitzschioides,315
PO_201803,Thalassiosira nordenskioeldii,4274
PO_201803,Thalassiosira punctigera,92
PO_201803,Triparma laevis,1100
PO_201803,NA,292689
PO_201805,Aequorea sp. MW-2012,55
PO_201805,Ameritella mitchelli,40
PO_201805,Amphicaryon earnesti,25
PO_201805,Balanus glandula,4050
PO_201805,Centropages abdominalis,8136
PO_201805,Ceramium sp. 3Cal,32
PO_201805,Chattonella subsalsa,4377
PO_201805,Chrysochromulina sp. CCMP291,222
PO_201805,Coscinodiscus wailesii,767
PO_201805,Cylindrotheca closterium,1399
PO_201805,Cylindrotheca fusiformis,4
PO_201805,Dictyocha speculum,95
PO_201805,Dolichomastix tenuilepis,26
PO_201805,Evadne nordmanni,3600
PO_201805,Fistulifera solaris,11
PO_201805,Gracilaria vermiculophylla,1227
PO_201805,Harpacticoida sp. DNZ085,25879
PO_201805,Hematodinium sp.,2
PO_201805,Hemigrapsus oregonensis,20
PO_201805,Homo sapiens,131
PO_201805,Leitoscoloplos pugettensis CMC01,431
PO_201805,Leuckartiara octona,412
PO_201805,Lichtheimia ramosa,32
PO_201805,Littorina plena,224
PO_201805,Littorina scutulata,577
PO_201805,Lottia paradigitalis,37
PO_201805,Melosira nummuloides,33
PO_201805,Micromonas pusilla,334
PO_201805,Minutocellus polymorphus,228
PO_201805,Nanomia cara,10
PO_201805,Navicula cryptocephala,171
PO_201805,Navicula sp. BOLD:AAO6951,93
PO_201805,Nereis vexillosa,118
PO_201805,Nitzschia cf. promare,659
PO_201805,Nitzschia cf. recta RT-2009,64
PO_201805,Nitzschia longissima,944
PO_201805,Oncorhynchus tshawytscha,20
PO_201805,Paracalanus sp. C AC-2013,721
PO_201805,Paramoeba pemaquidensis,33
PO_201805,Parvamoeba rugata,19
PO_201805,Phyllodoce medipapillata,231
PO_201805,Pinnularia sp. 5 CS-2011,2001
PO_201805,Plagiogramma sp. IAL-2014a,31
PO_201805,Protoperidinium cf. depressum,13
PO_201805,Pycnococcus provasolii,33
PO_201805,Pythium tracheiphilum,902
PO_201805,Rhizosolenia setigera,1102
PO_201805,Saxidomus gigantea,10
PO_201805,Skeletonema japonicum,9
PO_201805,Stenhelia pubescens,905
PO_201805,Thalassionema nitzschioides,101
PO_201805,Thalassiosira nordenskioeldii,2374
PO_201805,Thalassiosira punctigera,108
PO_201805,Triparma laevis,369
PO_201805,NA,248425
PO_201807,Asterionellopsis guyunusae,14
PO_201807,Attheya longicornis,7
PO_201807,Bathycoccus prasinos,2146
PO_201807,Blastocladiella emersonii,15
PO_201807,Ceramium sp. 3Cal,24
PO_201807,Chaetoceros socialis,4
PO_201807,Chrysochromulina sp. CCMP291,90
PO_201807,Cylindrotheca closterium,3808
PO_201807,Cymatogaster aggregata,24
PO_201807,Cymbomonas tetramitiformis,274
PO_201807,Dictyocha speculum,430
PO_201807,Dolichomastix tenuilepis,8
PO_201807,Ectocarpus siliculosus,5
PO_201807,Emiliania huxleyi,7142
PO_201807,Gracilaria vermiculophylla,1755
PO_201807,Harpacticoida sp. DNZ085,1088
PO_201807,Homo sapiens,28
PO_201807,Melosira nummuloides,300
PO_201807,Micromonas pusilla,14182
PO_201807,Minutocellus polymorphus,86092
PO_201807,Monocorophium acherusicum,6
PO_201807,Mytilus trossulus,5
PO_201807,Navicula cryptocephala,177
PO_201807,Nuttallia olivacea,168
PO_201807,Oncorhynchus tshawytscha,7
PO_201807,Paracalanus sp. C AC-2013,290
PO_201807,Penicillium sclerotiorum,17
PO_201807,Pinnularia sp. 5 CS-2011,22
PO_201807,Podosira stelligera,7
PO_201807,Poteriospumella lacustris,32
PO_201807,Prasinoderma coloniale,557
PO_201807,Protoperidinium cf. depressum,15
PO_201807,Pseudochattonella farcimen,3853
PO_201807,Pycnococcus provasolii,1094
PO_201807,Pythium tracheiphilum,54
PO_201807,Rhizosolenia setigera,64
PO_201807,Saprolegnia diclina,17
PO_201807,Sarocladium implicatum,5
PO_201807,Skeletonema dohrnii,9
PO_201807,Thalassionema nitzschioides,423
PO_201807,Thalassiosira nordenskioeldii,149
PO_201807,Thalassiosira punctigera,71
PO_201807,Triparma laevis,429
PO_201807,NA,165680
SA_201703,Azumapecten farreri,6
SA_201703,Balanus glandula,10375
SA_201703,Bathycoccus prasinos,91794
SA_201703,Centropages abdominalis,12
SA_201703,Chaetoceros sp. MBTD-CMFRI-S045,12
SA_201703,Chondracanthus exasperatus,5
SA_201703,Chordariaceae sp. 7 AP-2014,31
SA_201703,Chrysochromulina sp. CCMP291,3
SA_201703,Chthamalus dalli,2958
SA_201703,Cylindrotheca closterium,5
SA_201703,Dendraster excentricus,91
SA_201703,Dictyocha speculum,1698
SA_201703,Ectocarpus siliculosus,54
SA_201703,Emiliania huxleyi,77
SA_201703,Glycera sp. CMC03,9
SA_201703,Gomphonema clevei,3
SA_201703,Hemigrapsus oregonensis,11
SA_201703,Heterocapsa rotundata,3
SA_201703,Hincksia hincksiae,20
SA_201703,Membranipora membranacea,8
SA_201703,Micromonas pusilla,23387
SA_201703,Minutocellus polymorphus,2479
SA_201703,Mytilus trossulus,2
SA_201703,Nereis vexillosa,1348
SA_201703,Nitzschia cf. promare,47
SA_201703,Odonthalia floccosa,4
SA_201703,Phaeocystis antarctica,49557
SA_201703,Phaeocystis globosa,66
SA_201703,Poteriospumella lacustris,854
SA_201703,Pseudo-nitzschia delicatissima,6
SA_201703,Pseudocalanus newmani,28
SA_201703,Pyramimonas parkeae,54
SA_201703,Pythium sp. CAL-2011c,21
SA_201703,Pythium tracheiphilum,68
SA_201703,Rhizosolenia setigera,541
SA_201703,Rhodotorula taiwanensis,4
SA_201703,Thalassiosira nordenskioeldii,146
SA_201703,Triparma laevis,21931
SA_201703,NA,49831
SA_201705,Acartia longiremis,240
SA_201705,Aequorea sp. MW-2012,139
SA_201705,Albugo candida,5
SA_201705,Alitta sp. CMC01,252
SA_201705,Amphicaryon earnesti,16
SA_201705,Anisolpidium ectocarpii,67
SA_201705,Aphanomyces sp. BOLD:AAO9952,155
SA_201705,Arca avellana,4
SA_201705,Asterionellopsis guyunusae,6
SA_201705,Attheya longicornis,19776
SA_201705,Balanus balanus,1001
SA_201705,Balanus glandula,105
SA_201705,Bathycoccus prasinos,529
SA_201705,Blastocladiella emersonii,92
SA_201705,Brachionidae sp. SHYT150702c,72
SA_201705,Calanus pacificus,37
SA_201705,Centropages abdominalis,10529
SA_201705,Chaetoceros socialis,13738
SA_201705,Chattonella subsalsa,777
SA_201705,Chondracanthus exasperatus,1728
SA_201705,Chordariaceae sp. 7 AP-2014,3772
SA_201705,Chrysochromulina sp. CCMP291,28
SA_201705,Clytia languida,73
SA_201705,Coscinodiscus wailesii,330
SA_201705,Cylindrotheca closterium,4640
SA_201705,Dendraster excentricus,13954
SA_201705,Dictyocha speculum,5929
SA_201705,Ditylum brightwellii,5599
SA_201705,Emiliania huxleyi,525
SA_201705,Evasterias troschelii,13
SA_201705,Gelidium coulteri,817
SA_201705,Halidrys siliquosa,47
SA_201705,Haptoglossa sp. DM2 4/12,30
SA_201705,Haramonas dimorpha,41
SA_201705,Heterocapsa rotundata,154
SA_201705,Homo sapiens,8
SA_201705,Leitoscoloplos pugettensis CMC01,6
SA_201705,Lichtheimia ramosa,54
SA_201705,Macoma nasuta,19
SA_201705,Mazzaella splendens,92
SA_201705,Membranipora membranacea,510
SA_201705,Micromonas pusilla,3721
SA_201705,Minutocellus polymorphus,4587
SA_201705,Muggiaea atlantica,38
SA_201705,Navicula cryptocephala,563
SA_201705,Navicula ramosissima,677
SA_201705,Nitzschia cf. promare,5268
SA_201705,Nitzschia cf. recta RT-2009,19
SA_201705,Nitzschia longissima,256
SA_201705,Nuttallia olivacea,8
SA_201705,Obelia bidentata,293
SA_201705,Paramoeba pemaquidensis,124
SA_201705,Parvamoeba rugata,221
SA_201705,Pedospumella sinomuralis,655
SA_201705,Phaeocystis antarctica,2663
SA_201705,Phaeocystis globosa,113
SA_201705,Phytophthora sp. 2 EEO-2011,100
SA_201705,Phytophthora taxon paludosa,6
SA_201705,Pinnularia sp. 5 CS-2011,468
SA_201705,Plagiogramma sp. IAL-2014a,1084
SA_201705,Porichthys notatus,2088
SA_201705,Poteriospumella lacustris,41
SA_201705,Prionitis sternbergii,133
SA_201705,Protoperidinium cf. depressum,487
SA_201705,Pseudo-nitzschia delicatissima,431
SA_201705,Pseudo-nitzschia hasleana,24
SA_201705,Pseudocalanus moultoni,422
SA_201705,Pseudocalanus newmani,16495
SA_201705,Pyramimonas parkeae,119
SA_201705,Pyropia haitanensis,39
SA_201705,Pythium acanthicum,8
SA_201705,Pythium pachycaule,768
SA_201705,Pythium tracheiphilum,1866
SA_201705,Rhizosolenia setigera,5054
SA_201705,Rhodomonas salina,14
SA_201705,Salispina spinosa,92
SA_201705,Saprolegnia diclina,1160
SA_201705,Sarcodiotheca sp. 2gaudichaudii,1429
SA_201705,Saxidomus gigantea,469
SA_201705,Scopalina ruetzleri,54
SA_201705,Skeletonema dohrnii,448
SA_201705,Skeletonema japonicum,13107
SA_201705,Synchaeta pectinata,119
SA_201705,Thalassionema nitzschioides,2529
SA_201705,Thalassiosira nordenskioeldii,7525
SA_201705,Thalassiosira punctigera,30
SA_201705,Thecamonas trahens,162
SA_201705,Tresus capax,47
SA_201705,Triparma laevis,1013
SA_201705,Wildemania amplissima,80236
SA_201705,NA,446337
SA_201706,Asterionellopsis glacialis,360
SA_201706,Asterionellopsis guyunusae,59
SA_201706,Attheya longicornis,131
SA_201706,Balanus balanus,594
SA_201706,Balanus glandula,6169
SA_201706,Bathycoccus prasinos,3153
SA_201706,Blastocladiella emersonii,83
SA_201706,Calanus pacificus,28108
SA_201706,Centropages abdominalis,4
SA_201706,Chaetoceros socialis,2920
SA_201706,Chaetoceros sp. MBTD-CMFRI-S062,1024
SA_201706,Chattonella subsalsa,289
SA_201706,Chondracanthus exasperatus,27
SA_201706,Coscinodiscus wailesii,50
SA_201706,Cylindrotheca closterium,1864
SA_201706,Cylindrotheca fusiformis,12
SA_201706,Cymbomonas tetramitiformis,596
SA_201706,Dendraster excentricus,175315
SA_201706,Dictyocha speculum,699
SA_201706,Ditylum brightwellii,3244
SA_201706,Emiliania huxleyi,3489
SA_201706,Emplectonema sp. 1 TCH-2015,18
SA_201706,Eucampia zodiacus,10
SA_201706,Gymnodinium sp. NVA/RUS/2008,120
SA_201706,Lacuna pallidula,14
SA_201706,Lichtheimia ramosa,372
SA_201706,Littorina plena,6573
SA_201706,Macoma nasuta,3754
SA_201706,Macoma petalum,878
SA_201706,Micromonas pusilla,10964
SA_201706,Minutocellus polymorphus,2350
SA_201706,Mya arenaria,5382
SA_201706,Mytilus trossulus,214
SA_201706,Navicula cryptocephala,32
SA_201706,Nitzschia cf. promare,53
SA_201706,Nitzschia longissima,12
SA_201706,Nuttallia olivacea,939
SA_201706,Paracalanus sp. C AC-2013,1930
SA_201706,Phaeocystis antarctica,34
SA_201706,Platynereis sp. CMC02,298
SA_201706,Protoperidinium cf. depressum,114
SA_201706,Pseudo-nitzschia delicatissima,578
SA_201706,Pseudo-nitzschia hasleana,2405
SA_201706,Pseudocalanus newmani,12414
SA_201706,Pseudochattonella farcimen,2432
SA_201706,Pyropia haitanensis,208
SA_201706,Pythium pachycaule,64
SA_201706,Pythium tracheiphilum,19
SA_201706,Rhizosolenia setigera,176
SA_201706,Ruditapes philippinarum,5446
SA_201706,Saprolegnia diclina,3
SA_201706,Saxidomus gigantea,18609
SA_201706,Skeletonema cf. pseudocostatum,8
SA_201706,Skeletonema dohrnii,237
SA_201706,Skeletonema japonicum,5969
SA_201706,Thalassionema nitzschioides,48
SA_201706,Thalassiosira nordenskioeldii,4446
SA_201706,Tresus capax,384
SA_201706,Triparma laevis,424
SA_201706,NA,356184
SA_201707,Asterionellopsis glacialis,627
SA_201707,Asterionellopsis guyunusae,5
SA_201707,Attheya longicornis,4
SA_201707,Bathycoccus prasinos,2317
SA_201707,Blastocladiella emersonii,5
SA_201707,Cafeteria roenbergensis,7
SA_201707,Calanus pacificus,37
SA_201707,Chrysochromulina sp. CCMP291,11
SA_201707,Cylindrotheca closterium,142
SA_201707,Cymbomonas tetramitiformis,3
SA_201707,Dendraster excentricus,461
SA_201707,Dictyocha speculum,93
SA_201707,Emiliania huxleyi,413586
SA_201707,Heterocapsa rotundata,327
SA_201707,Leucocryptos marina,90
SA_201707,Micromonas pusilla,33782
SA_201707,Minutocellus polymorphus,69924
SA_201707,Navicula cryptocephala,9
SA_201707,Nitzschia cf. promare,12
SA_201707,Nitzschia longissima,34
SA_201707,Paracalanus sp. C AC-2013,15
SA_201707,Phaeocystis antarctica,8
SA_201707,Phaeocystis globosa,3
SA_201707,Platyias quadricornis,88
SA_201707,Poteriospumella lacustris,80
SA_201707,Prasinoderma coloniale,194
SA_201707,Pseudo-nitzschia delicatissima,148
SA_201707,Pseudochattonella farcimen,2249
SA_201707,Saxidomus gigantea,12
SA_201707,Skeletonema dohrnii,19
SA_201707,Skeletonema japonicum,5
SA_201707,Thalassionema nitzschioides,132
SA_201707,Thalassiosira nordenskioeldii,11654
SA_201707,Thalassiosira punctigera,2
SA_201707,Triparma laevis,60
SA_201707,NA,326794
SA_201708,Asterionellopsis guyunusae,199
SA_201708,Balanus balanus,623
SA_201708,Bathycoccus prasinos,29222
SA_201708,Cafeteria roenbergensis,11
SA_201708,Calanus pacificus,348
SA_201708,Cancer productus,33
SA_201708,Centropages abdominalis,12
SA_201708,Chaetoceros socialis,145
SA_201708,Chondracanthus exasperatus,97
SA_201708,Chordariaceae sp. 2 AP-2014,7
SA_201708,Chrysochromulina sp. CCMP291,23
SA_201708,Chrysonoma sp. ANIC15,12
SA_201708,Coscinodiscus wailesii,25
SA_201708,Cylindrotheca closterium,1849
SA_201708,Cylindrotheca fusiformis,110
SA_201708,Cymbomonas tetramitiformis,100
SA_201708,Dendraster excentricus,14897
SA_201708,Dictyocha speculum,6480
SA_201708,Emiliania huxleyi,9136
SA_201708,Enophrys bison,14
SA_201708,Grammonema striatula,3
SA_201708,Gymnodinium sp. NVA/RUS/2008,55
SA_201708,Haslea ostrearia,213
SA_201708,Heterocapsa rotundata,538
SA_201708,Hincksia hincksiae,22
SA_201708,Homo sapiens,342
SA_201708,Leptosynapta clarki,15
SA_201708,Mayamaea permitis,3
SA_201708,Melosira nummuloides,56
SA_201708,Membranipora membranacea,46
SA_201708,Micromonas pusilla,110195
SA_201708,Minutocellus polymorphus,3202
SA_201708,Modiolus modiolus,337
SA_201708,Monocorophium acherusicum,63
SA_201708,Myrionema balticum,2
SA_201708,Mytilus trossulus,45
SA_201708,Navicula cryptocephala,239
SA_201708,Nereis vexillosa,5
SA_201708,Nitzschia cf. promare,1300
SA_201708,Nitzschia longissima,377
SA_201708,Notophyllum foliosum,107
SA_201708,Ostrea lurida,4
SA_201708,Paracalanus sp. C AC-2013,7656
SA_201708,Phaeocystis antarctica,169
SA_201708,Phaeocystis globosa,491
SA_201708,Pinnularia sp. 5 CS-2011,3923
SA_201708,Platyias quadricornis,666
SA_201708,Platynereis sp. CMC02,101
SA_201708,Poteriospumella lacustris,29
SA_201708,Proboscidactyla flavicirrata,56
SA_201708,Protoperidinium cf. depressum,23
SA_201708,Pseudocalanus newmani,4944
SA_201708,Pseudochattonella farcimen,1376
SA_201708,Pycnococcus provasolii,17
SA_201708,Pythium tracheiphilum,197
SA_201708,Rhizosolenia setigera,448
SA_201708,Saprolegnia diclina,19
SA_201708,Sarcodiotheca sp. 2gaudichaudii,22
SA_201708,Saxidomus gigantea,5
SA_201708,Sellaphora pupula,40
SA_201708,Skeletonema japonicum,10858
SA_201708,Stephanopyxis turris,6
SA_201708,Thalassionema nitzschioides,380
SA_201708,Thalassiosira nordenskioeldii,8987
SA_201708,Triparma laevis,23
SA_201708,NA,622263
SA_201709,Asterionellopsis guyunusae,100
SA_201709,Aurelia labiata,7
SA_201709,Balanus balanus,3
SA_201709,Bathycoccus prasinos,18156
SA_201709,Brachionidae sp. SHYT150702c,22
SA_201709,Calanus pacificus,440
SA_201709,Callithamnion corymbosum,3
SA_201709,Carcinonemertes errans,888
SA_201709,Caulacanthus ustulatus,239
SA_201709,Chaetoceros socialis,314
SA_201709,Chattonella subsalsa,460
SA_201709,Chordariaceae sp. 2 AP-2014,15
SA_201709,Chrysochromulina sp. CCMP291,540
SA_201709,Cliona chilensis,31
SA_201709,Cylindrotheca closterium,11
SA_201709,Cymatogaster aggregata,8
SA_201709,Dictyocha speculum,482
SA_201709,Ditylum brightwellii,48
SA_201709,Emiliania huxleyi,2518
SA_201709,Gracilaria vermiculophylla,70
SA_201709,Harpacticoida sp. DNZ085,1419
SA_201709,Hematodinium sp.,10
SA_201709,Heterocapsa rotundata,21
SA_201709,Hincksia hincksiae,245
SA_201709,Homo sapiens,36
SA_201709,Karlodinium veneficum,17
SA_201709,Littorina plena,3
SA_201709,Lottia paradigitalis,18
SA_201709,Melanothamnus harveyi,19
SA_201709,Metridia pacifica,43
SA_201709,Micromonas pusilla,15093
SA_201709,Minutocellus polymorphus,41052
SA_201709,Mytilus trossulus,63
SA_201709,Navicula cryptocephala,157
SA_201709,Oncorhynchus keta,123
SA_201709,Ostrea lurida,488
SA_201709,Paracalanus sp. C AC-2013,5165
SA_201709,Pedospumella sinomuralis,348
SA_201709,Phaeocystis antarctica,34
SA_201709,Phaeocystis globosa,541
SA_201709,Poteriospumella lacustris,40
SA_201709,Prasinoderma coloniale,14
SA_201709,Pseudochattonella farcimen,372
SA_201709,Pycnococcus provasolii,365
SA_201709,Pythium tracheiphilum,52
SA_201709,Rhizosolenia setigera,202
SA_201709,Saxidomus gigantea,210
SA_201709,Skeletonema dohrnii,2090
SA_201709,Thalassionema nitzschioides,71
SA_201709,Thalassiosira nordenskioeldii,4047
SA_201709,Thalassiosira punctigera,234
SA_201709,Triparma laevis,781
SA_201709,NA,313991
SA_201711,Asterionellopsis guyunusae,44
SA_201711,Attheya longicornis,99
SA_201711,Balanus balanus,9
SA_201711,Balanus glandula,139
SA_201711,Bathycoccus prasinos,4558
SA_201711,Blastocladiella emersonii,7
SA_201711,Bothrioneurum vejdovskyanum,4691
SA_201711,Chaetoceros socialis,7340
SA_201711,Chattonella subsalsa,192
SA_201711,Chondracanthus exasperatus,55
SA_201711,Chrysochromulina sp. CCMP291,65
SA_201711,Chthamalus dalli,13
SA_201711,Cladophialophora bantiana,26
SA_201711,Clytia gracilis,246
SA_201711,Coscinodiscus wailesii,73
SA_201711,Cylindrotheca closterium,53
SA_201711,Dictyocha speculum,562
SA_201711,Ditylum brightwellii,1505
SA_201711,Emiliania huxleyi,4502
SA_201711,Emplectonema sp. 1 TCH-2015,703
SA_201711,Euclymene sp. BOLD:ACG1020,317
SA_201711,Haramonas dimorpha,1
SA_201711,Hematodinium sp.,17
SA_201711,Heterocapsa rotundata,28
SA_201711,Hincksia hincksiae,20
SA_201711,Homo sapiens,13
SA_201711,Hypogymnia vittata,89
SA_201711,Karlodinium veneficum,30
SA_201711,Leitoscoloplos pugettensis CMC01,108
SA_201711,Lichtheimia ramosa,18
SA_201711,Microgadus proximus,67
SA_201711,Micromonas pusilla,1404
SA_201711,Minutocellus polymorphus,3775
SA_201711,Navicula cryptocephala,300
SA_201711,Navicula sp. BOLD:AAO6951,1
SA_201711,Nitzschia cf. promare,741
SA_201711,Oncorhynchus keta,8
SA_201711,Paracalanus sp. C AC-2013,26
SA_201711,Pedospumella sinomuralis,15
SA_201711,Penicillium sclerotiorum,6
SA_201711,Phaeocystis antarctica,4615
SA_201711,Phaeocystis globosa,645
SA_201711,Phytophthora megasperma,71
SA_201711,Phytophthora taxon paludosa,18
SA_201711,Plectus aquatilis,316
SA_201711,Protoperidinium cf. depressum,190
SA_201711,Pseudochattonella farcimen,3584
SA_201711,Pycnococcus provasolii,999
SA_201711,Pyropia haitanensis,6
SA_201711,Pythium periplocum,68
SA_201711,Pythium sp. CAL-2011c,296
SA_201711,Pythium tracheiphilum,147
SA_201711,Rhizosolenia setigera,5884
SA_201711,Rhyacodrilus falciformis,76
SA_201711,Saxidomus gigantea,78
SA_201711,Skeletonema dohrnii,64
SA_201711,Skeletonema japonicum,65
SA_201711,Smithora naiadum,54
SA_201711,Synchaetomella acerina,214
SA_201711,Thalassiosira nordenskioeldii,2153
SA_201711,Thalassiosira punctigera,105
SA_201711,Triparma laevis,14
SA_201711,NA,275523
SA_201801,Acartia longiremis,46
SA_201801,Anisolpidium rosenvingei,53
SA_201801,Attheya longicornis,8
SA_201801,Bathycoccus prasinos,93921
SA_201801,Blastocladiella emersonii,64
